,tweetID,sentID,hashtags,user,usertype,TweetSentence,phase1Candidates
757,499,0,nan,Starr2550,Z,"WOW, that's a big Whop!",Whop|| 
758,500,0,trump,charls_collins,Z,"White House condemns ""reprehensible attack"" at Russian subway station",White House|| Russian|| 
759,501,0,nan,larkatchi,Z,MCDONALDS CAUSES CANCER AND CALLS DONALD TRUMP A DISGUSTING PRESIDENT!?,DISGUSTING PRESIDENT|| 
760,501,1,nan,larkatchi,Z,via @YouTube,
761,502,0,nan,drummmerguy22,Z,Trump donates first quarter salary to National Park Service.,National Park Service|| 
762,503,0,nan,Deelady2017,Z,"She has cost tax payers millions of dollars, and needs to move in the Whitehouse.",Whitehouse|| 
763,503,1,nan,Deelady2017,Z,Between the Fla Retreat and Her we are going broke,Fla Retreat|| 
764,504,1,nan,mccuebillie,Z,Between the Fla Retreat and Her we are going broke,
765,505,0,losers,PokerNight_Todd,Z,I was always taught to aggressively donate but do so anonymously.,
766,505,1,losers,PokerNight_Todd,Z,My parents are such,
767,506,0,nan,bamabell619,Z,@FoxNews @foxnewspolitics Like Trump said I sure hate to see the democrats go away but get real all hard working people are tried of giving our money away,Like Trump|| 
768,507,0,nan,chuckmorsespeak,Z,Trump Will Succeed by Dismantling as Much as Building,Succeed by Dismantling|| Much|| Building|| 
769,508,0,nan,frits365,Z,"Top story: Donald J. Trump on Twitter: ""Did Hillary Clinton ever apologize for … see more",Donald J. Trump on Twitter|| Hillary Clinton|| 
770,509,0,nan,birminghamdist1,Z,Here's What's Happening...,What's Happening|| 
771,509,1,nan,birminghamdist1,Z,The only 4 things you need to know about Trump and Russia,Trump and Russia|| 
772,510,1,nan,nmockingbird82,Z,The only 4 things you need to know about Trump and Russia,
773,511,0,nan,GreenwichLibDem,Z,Vintage is good.,
774,511,1,nan,GreenwichLibDem,Z,But what about PEAK Clegg?,PEAK Clegg|| 
775,511,2,nan,GreenwichLibDem,Z,Or CLASSIC Clegg?,CLASSIC Clegg|| 
776,511,3,nan,GreenwichLibDem,Z,RETRO Clegg?,RETRO Clegg|| 
777,511,4,nan,GreenwichLibDem,Z,Perhaps not that last one.,
778,512,0,nan,NapaMediaMania,Z,Comedy Central’s New Show Might Be Late-Night’s Anti-Trump Trump Card - Vanity Fair,Comedy Central’s New Show Might|| Late-Night’s Anti-Trump Trump Card|| Vanity Fair|| 
779,513,0,nan,Jon_Garcia310,Z,@EUMindcontrol did you know that no president writes a healthcare bill?,
780,513,1,nan,Jon_Garcia310,Z,Obama and trump told people what they wanted in the bill,
781,514,0,nan,share1thought,Z,@MotherJones I am no Trump fan but this does not seem like a big deal to me.,Trump|| 
782,515,0,nan,JohnGab69864771,Z,@motmemes @MissLizzyNJ STOP FAKE REPORTING.,STOP FAKE REPORTING|| 
783,515,1,nan,JohnGab69864771,Z,(Majority) want Trump Russia investigated/ TRUTH is Majority wants wire tap unmasking DONE,Trump Russia|| TRUTH|| Majority|| DONE|| 
784,516,0,nan,IJNewsNet,Z,RT FT : Donald Trump's meeting with Abdel Fattah al Sisi signals a turning point in US-Egypt relations,RT FT|| Donald Trump's|| Abdel Fattah|| Sisi|| US-Egypt|| 
785,517,0,nan,mitchellichtman,Z,@mettle ...result was a fluke (Trump still got 4 million fewer votes than an awful D candidate).,(Trump|| 
786,518,0,"Obama, Rice, Lynch, Brennan",jtaylortowry,Z,Bloomberg: Liar Susan Rice Requested Trump Transition Team Unmasking committed felony?,
787,519,0,nan,justinuebelhor,Z,Ridiculous.,
788,519,1,nan,justinuebelhor,Z,They make the Interior Sec.,Interior Sec|| 
789,519,2,nan,justinuebelhor,Z,grovel for a $80K check while Trump proposes cutting the agency by $1.5 Billion.,Trump|| Billion|| 
790,520,0,nan,jamesplake721,Z,I believe this!!!,
791,521,0,"NYC, NYPD",DRMAction,Z,"Ironically, when Trump &; @jeffsessions say they are going to defund they are taking money from the that provide safety @matay983",Trump|| 
792,522,0,nan,krcolvin,Z,"Susan Rice requested to unmask names of Trump transition officials, sources say | # lock her up!",Susan Rice|| Trump|| 
793,523,0,"lePen, trump, bbc",ever_longing,Z,@BBCPanorama The Marine Let Pen Panorama.,The Marine|| Pen Panorama|| 
794,523,1,"lePen, trump, bbc",ever_longing,Z,I hope France doesn't fall for fascist charlatans only protecting their wealth,France|| 
795,524,0,nan,mdd3222,Z,Obama wouldn't even invite him to the White House because of his atrocious human rights record.,White House|| 
796,524,1,nan,mdd3222,Z,Trump doesn't care about human rights.,
797,525,0,nan,anaisconce,Z,I don't know how to react to these 'Trump Voters Shot Themselves in the Face' articles.,'Trump Voters Shot|| Face|| 
798,526,0,nan,Antonio98086369,Z,@realDonaldTrump.,
799,526,1,nan,Antonio98086369,Z,"By the way things look, Trump is coming on top, right FAKE NEWS?",Trump|| FAKE NEWS|| 
800,527,0,nan,ecothought,Z,"Because, um, they're gonna need it.",
801,527,1,nan,ecothought,Z,Someone is slashing their budget!,
802,528,0,nan,ahipp3,Z,BREAKING: Trump has picked his SCOTUS nominee – tell your Senators to oppose him!,BREAKING: Trump|| SCOTUS|| Senators|| 
803,529,0,nan,Rogred76,Z,The Americans voted there leader in we just got dumped with ours,The Americans|| 
804,530,0,GetWisdomDude,OccupyLiberals,Z,NEW: Trump trust's been quietly revised to say he can take his biz's profits... by via @c0nvey,NEW: Trump|| 
805,531,0,nan,ccb6028,Z,@IngrahamAngle Yes TY.,TY|| 
806,531,1,nan,ccb6028,Z,"Leave the politics, he said she said snipping aside.",
807,531,2,nan,ccb6028,Z,Have some common decency and also maybe try and govern for a change.,
808,532,0,nan,tyrrellmuhammad,Z,Foreign Leaders Taking Sides Against Donald Trump,Foreign Leaders Taking Sides|| Donald Trump|| 
809,533,0,nan,mmkjw2,Z,Trump donates first-quarter salary to National Park Service,National Park Service|| 
810,534,0,nan,RobRipsDems,Z,@nia4_trump @MissLizzyNJ They thought grandma Hillary had it Election in the bag.,Hillary|| Election|| 
811,534,1,nan,RobRipsDems,Z,The demoliars play dirty politics &  it bit them in the ass!,
812,535,0,nan,SultanMarc1,Z,Schiff is a pos @democrats @joecourtneyct @republicans @USAFIRST @saveus @blackliesmatter @realDonaldTrump @reince,
813,536,0,nan,BarricadesBloom,Z,@tobeycakes @stellacle @RRLove16 @DFavaloro1898 @RandPaul Police states do not require courts for surveillance between foreign or domestic.,Police|| 
814,536,1,nan,BarricadesBloom,Z,Trump's petty distraction won't stop .,
815,537,0,nan,Mirjana8Mirjana,Z,This women shuld be Streep of her passport and thrown into jail.,Streep|| 
816,537,1,nan,Mirjana8Mirjana,Z,She work for Obama,Obama|| 
817,538,0,nan,CarrieJames8,Z,GOP want to get as much as they can from a Trump POTUS &  do not seem to care the cost to our democracy!,Trump POTUS|| 
818,538,1,nan,CarrieJames8,Z,Trump is under FBI investigation!,FBI|| 
819,539,0,nan,78izzie3,Z,"Great Questions, @dbongino.",Great Questions|| 
820,539,1,nan,78izzie3,Z,Is there a cover up going on?,
821,539,2,nan,78izzie3,Z,or is it to expose the higher ups?,
822,540,0,nan,thatMatadore,Z,@CNN would rather whine about Trump/Russia/politics than the train explosion that killed 11 people in St. Petersburg Russia today.,Trump/Russia/politics|| St. Petersburg Russia|| 
823,540,1,nan,thatMatadore,Z,Nice.,
824,541,0,"Politco, Trump, Hell, LETitGO",subschneider,Z,@adamhousley When the leftist calls out as right I believe just Froze over.,Froze|| 
825,542,0,"Trumprussia, Trumprussia, Trumprussia, Trumprussia",DemsRiseUp11618,Z,@FoxNews @foxnewspolitics Trump is a TRAITOR!!,Trump|| TRAITOR|| 
826,542,1,"Trumprussia, Trumprussia, Trumprussia, Trumprussia",DemsRiseUp11618,Z,Treason!,
827,543,0,nan,PolticsNewz,Z,"Why Trump, Against His Instincts, Spared Iraq From the Travel Ban",Trump|| Instincts|| Spared Iraq|| Travel Ban|| 
828,544,0,nan,AidNews,Z,"With Trump As ""Final Straw,"" Immigrant and Workers' Rights Groups Gear Up for May Day Strikes",Trump|| Day Strikes|| 
829,545,0,nan,gracels,Z,So?,
830,545,1,nan,gracels,Z,What would you have done?,
831,545,2,nan,gracels,Z,Blown it off?,
832,546,0,nan,aliliv777,Z,“Susan Rice Requested Unmasking of Incoming Trump Administration Officials” by @Cernovich,
833,546,1,nan,aliliv777,Z,Great work @Cernovich!,
834,547,0,nan,Spencaz,Z,I saw Eric Trump walk past his own dads hotel today (with a lot of security) ((tea)),Eric Trump|| 
835,548,0,nan,monopolyon25th,Z,"The best way to organise the 'Trump' era is to focus on helping him, or you personally run for office &; get a mandate",'Trump|| 
836,549,0,nan,ChromaBot23,Z,remember when Donald Trump likes Twilight,Donald Trump|| Twilight|| 
837,550,0,nan,GeoffOConnell,Z,"Growing inequality is a 'ticking time-bomb', Nobel prize-winner Muhammed Yunus warns Australia via @canberratimes",Nobel|| Muhammed Yunus|| Australia|| 
838,551,0,nan,EnjeuxEnergies,Z,Will Geoengineering Plans Get A Boost From Trump Administration?,Geoengineering Plans Get|| Boost|| Trump Administration|| 
839,552,0,nan,Kata_basis,Z,There's LOADS of the variety on BBC news output if you look for it.,LOADS|| BBC|| 
840,552,1,nan,Kata_basis,Z,It's a choice of:,
841,552,2,nan,Kata_basis,Z,i) Anti-Brexit or,Anti-Brexit|| 
842,552,3,nan,Kata_basis,Z,ii) Anti-Trump,Anti-Trump|| 
843,553,0,nan,yhjones,Z,No good that Comey does on Trump/Russia can undo his legacy: He poisoned a presidential election,Comey|| Trump/Russia|| 
844,554,0,nan,skingCPArecruit,Z,5 tips to play office politics like a pro — without hurting your co-workers and career via @RandstadUSA:,
845,555,0,nan,ILNewsNetwork,Z,Law Bulletin: Will prison sentences rise with Trump?,Law Bulletin|| Trump|| 
846,556,0,Trump,BlueNicht,Z,"Funny how used chinese steel bc it was cheaper when he was constructing, and now attacks German steel companies.",German|| 
847,557,0,nan,Mo_Coopr,Z,@JenniferBurklun @azalben @realDonaldTrump do you know what a natural born US citizen is?,US|| 
848,557,1,nan,Mo_Coopr,Z,Google it.,
849,557,2,nan,Mo_Coopr,Z,Trump lied and your gullible.,
850,557,3,nan,Mo_Coopr,Z,PERIOD,
851,558,0,nan,commonpatriot,Z,Susan Rice in March: “I know nothing” of Devin Nunes’s claims about incidental surveillance of Trump staffers,Susan Rice in March|| Devin Nunes’s|| Trump|| 
852,559,0,nan,AndyRockCandy,Z,This picture with this caption is made me lol,
853,560,0,nan,jtitsworth,Z,Incitement claim against Trump proceeds to trial,Trump|| 
854,561,0,nan,summedupusa,Z,Trump welcomes Egyptian president,Egyptian|| 
855,562,0,nan,frank_n_steen,Z,"@Alyssa_Milano @RenaSofer @SenJohnMcCain Today, Trump donated his Presidential salary received thus far to the National Parks Service.",Today|| Trump|| Presidential|| National Parks Service|| 
856,562,1,nan,frank_n_steen,Z,"$78,333.",
857,563,0,nan,cahulaan,Z,Donald Trump responds to St. Petersburg bombing: 'Terrible thing',Donald Trump|| St. Petersburg|| 'Terrible|| 
858,564,0,nan,MarlenBradley,Z,Know he feels like a idiot,
859,565,0,nan,funnily22,Z,"@maurice_dichard @Cmcombs82 @PressSec @POTUS @NatlParkService @SecretaryZinke Obama spent 97M on travel in 8 years, Trump is spending 10M+ a month and in 8 years will spend 960M.",Obama|| Trump|| 
860,565,1,nan,funnily22,Z,Facts matter!,
861,566,0,nan,Patrici15767099,Z,"I wouldn't be talking about having sense when you obviously supported Hillary, a serial liar &; criminal.",Hillary|| 
862,566,1,nan,Patrici15767099,Z,You are INSANE!,INSANE|| 
863,567,0,nan,Dont_Feed_Simba,Z,See this is why yall lost to unc,
864,568,0,nan,rcook231,Z,@Impeach_D_Trump Would all of you crying left wing blow hards just S.T.F.U.,S.T.F.U|| 
865,568,1,nan,rcook231,Z,Trump the President.,President|| 
866,569,0,nan,dalton1271969,Z,@MarleneCaride @GarySchaerNJ Fund all schools the same.,Fund|| 
867,569,1,nan,dalton1271969,Z,Be fair.,
868,569,2,nan,dalton1271969,Z,Take politics out of the picture and concentrate on the kids.,
869,570,0,nan,SNYDE,Z,@CNNPolitics And Trump is playing a dangerous game with the American people with Putin.,Trump|| American|| Putin|| 
870,571,0,nan,Canadavisa101,Z,Trump administration issues new H1-B visa guidelines - ZDNet,H1-B|| ZDNet|| 
871,572,0,nan,appollo9919,Z,@somethingothers @dodt2003 @Krunchies_ @TheMeemStreams @GeorgiaDirtRoad @AshleyWarrior @Cory_1077 @skb_sara @cerci_elena @RepublicanChick @LeahR77 @KNP2BP @SandraTXAS mostly made up issues used as wedges against all.,
872,572,1,nan,appollo9919,Z,Dems r experts in identity politics &  pit us against each other.,
873,572,2,nan,appollo9919,Z,shame people cant see it,
874,573,0,Newsmax,MaryMISTER5,Z,Trump Praises Report on 'Crooked Scheme Against Us' via @Newsmax_Media,Trump Praises Report on 'Crooked Scheme|| Us|| 
875,574,0,nan,theMirai,Z,Trump Praises Report on 'Crooked Scheme Against Us' via @Newsmax_Media,
876,575,0,"ConfirmGorsuch, PJNET",lilred68,Z,MT @cspan: President Trump nominates Judge Neil Gorsuch for the Supreme Court.,President Trump|| Judge Neil Gorsuch|| Supreme Court|| 
877,576,0,nan,rockitr,Z,@PressSec 1st we don't believe you 2nd it's not a normal place to meet.,
878,576,1,nan,rockitr,Z,Trump is costing the taxpayers over 3 mil per weekend,
879,577,0,nan,drivingmomnuts,Z,@CNN @tedcruz Has sold his soul to Trump How could you after all the nasty crap he said about your family?,Trump|| 
880,577,1,nan,drivingmomnuts,Z,GOP over family and country!,
881,577,2,nan,drivingmomnuts,Z,SAD!,
882,578,0,nan,DelaneAdendorff,Z,Obama is TICKED!,TICKED|| 
883,578,1,nan,DelaneAdendorff,Z,Trump Just Showed Him Up With SPECTACULAR Change to the White House -,Showed|| SPECTACULAR Change|| White House|| 
884,579,0,nan,usacitiesinfo,Z,Sidebar: Trump’s Precedent for Claiming Immunity?,Sidebar: Trump’s Precedent|| Claiming Immunity|| 
885,579,1,nan,usacitiesinfo,Z,Clinton v. Jones,Jones|| 
886,580,0,nan,AbigailAusten,Z,Thanks Monika...appreciated...,Monika...appreciated|| 
887,581,0,News,Kazi_Australia,Z,??,
888,581,1,News,Kazi_Australia,Z,• Trump donates first pay slip to parks: President Donald Trump is donating the first three months of his…,Trump|| President Donald Trump|| 
889,582,0,nan,AntiquarianMuse,Z,Most have trouble standing with no spine but manage to prop themselves up like it's Weekend At Bernie's with stacks of Rubles.,Weekend At Bernie's|| Rubles|| 
890,583,0,nan,Britpoptarts,Z,"Trump, Putin, and the New Cold War via @newyorker",
891,584,0,nan,randyshort,Z,LIVE!,
892,584,1,nan,randyshort,Z,Obama Advisor Caught Spying On Trump via @YouTube,Obama Advisor Caught Spying On Trump|| 
893,585,0,nan,cickonthelink,Z,"Susan Rice requested to unmask names of Trump transition officials, sources say - Fox News",Susan Rice|| Trump|| Fox News|| 
894,586,0,nan,1island2nations,Z,Leading Democrat alleges joint effort to distract from Trump-Russia inquiry,Leading Democrat|| Trump-Russia|| 
895,587,0,News,FreeportIL,Z,Trump is a robber baron and a liar LiveLeak,LiveLeak|| 
896,588,0,nan,lta100163,Z,"@ABCPolitics @sunbonnetlee @MarthaRaddatz Becoming clear, Trump wants Kushner as Sec of State so he picks a reticent Tillerson who doesn’t really want the job to begin with.",Becoming|| Trump|| Kushner|| Sec of State|| Tillerson|| 
897,589,0,nan,desipanduni,Z,How much people in the Trump administration are worth,Trump|| 
898,590,0,nan,Scarlett_Says,Z,This good:,
899,590,1,nan,Scarlett_Says,Z,Spicer: Trump donating first quarter salary to National Park Service,Spicer: Trump|| National Park Service|| 
900,591,0,nan,sallykitty2,Z,Susan Rice's Reported Unmaskings Point to Larger Scandal via @Newsmax,Susan Rice's Reported Unmaskings Point|| Larger Scandal|| 
901,592,0,nan,taffybaileyrock,Z,TRUMP verifies YES he was in contact with FBI SUSPECTS investigated legally by FISA warrants.,FBI SUSPECTS|| FISA|| 
902,593,0,nan,NewsfeedTr,Z,"Trump, Sisi revive stalled US-Egypt ties",Trump|| Sisi|| US-Egypt|| 
903,594,0,nan,BrodieMarschall,Z,@Lee_in_Iowa @LouiseMensch We can build neighbourhood networks to show how much bullies Trump and the Republic are.,Trump and the Republic|| 
904,595,0,"magama, Mexico",ncdylan,Z,Smart move.,
905,595,1,"magama, Mexico",ncdylan,Z,Trump put baby in a corner.,
906,596,0,nan,HumanityNews,Z,"News: As Clock Ticks for Internet Privacy, Calls for Trump to Show ""Whose Side He's On""","Clock Ticks|| Internet Privacy|| Calls|| Trump|| Show ""Whose Side|| "
907,597,0,nan,Williampkline2,Z,"News: As Clock Ticks for Internet Privacy, Calls for Trump to Show ""Whose Side He's On""",
908,598,0,"Lithium, NKorea, Wtf",Elizabe21641277,Z,An advert alerted our Intel agencies is crazy!,Intel|| 
909,598,1,"Lithium, NKorea, Wtf",Elizabe21641277,Z,Lithium 6?,Lithium 6|| 
910,598,2,"Lithium, NKorea, Wtf",Elizabe21641277,Z,N.Koreas using the wrong lithium!,
911,599,0,nan,cickonthelink,Z,Melania Trump gets glamorous new official portrait - CNN,Melania Trump|| CNN|| 
912,600,0,"math, liberalbias",Easyridersf,Z,Trump donates 78k to National Park Service after proposing 1.7 billion dollar cut to the interior.,National Park Service|| 
913,600,1,"math, liberalbias",Easyridersf,Z,has a,
914,601,0,nan,trumpsafool,Z,"@CNN @ReaganBattalion Ted, remember what Trump said about your wife and father?",Ted|| Trump|| 
915,602,0,nan,Anthony55200,Z,"""Trump donates first 3 months of salary to Park Service"" via FOX NEWS",Park Service|| FOX NEWS|| 
916,603,0,nan,GmanFan44,Z,"@cummings_sherry @aroesta things Sessions needs to do are LOCK HER Azz up, investigate all those mass shooitngs under Obama, none since Trump!",Sessions|| LOCK|| Azz|| Obama|| Trump|| 
917,603,1,nan,GmanFan44,Z,hmmm.,
918,603,2,nan,GmanFan44,Z,2A gun grab!,
919,604,0,nan,chukwukahpaul,Z,Actually they will be making money,
920,605,0,nan,bannerite,Z,@foreignpolicy77 @Tristanshouts ?trump,
921,606,0,nan,Angela_Ary,Z,Our Dishonest President,Dishonest President|| 
922,607,0,nan,KillaL0gan,Z,"Why can trump give money to nation parks but not to Flint, Michigan's water?",Flint|| Michigan's|| 
923,607,1,nan,KillaL0gan,Z,????,
924,608,0,nan,TrueThaiNews,Z,@twfreedom50 @RedEric99 @erichmcelroy @realDonaldTrump I can translate for the dense - pisses off = runs away.,
925,608,1,nan,TrueThaiNews,Z,EO = executive order.,
926,608,2,nan,TrueThaiNews,Z,Trump ran out w/of signing them bc he was asked abt Flynn,Flynn|| 
927,609,0,nan,sec6453,Z,@StopTrump2020 Donald Trump,Donald Trump|| 
928,610,0,nan,Dr_JenHunt,Z,"Next up, the Handmaid's Tale.",Handmaid's Tale|| 
929,610,1,nan,Dr_JenHunt,Z,Opening scene: the House Freedom Caucus photo.,House Freedom Caucus|| 
930,611,0,nan,JTTforTrumps,Z,@Jayscott19_52 @skb_sara @InGodIDoTrust @TheRealMaddog58 @adjunctprofessr @misstozak @MarthaVineyard4 @timps15 @cerci_elena Impressive!,Impressive|| 
931,611,1,nan,JTTforTrumps,Z,Proud to be a Trump supporter.,Trump|| 
932,612,0,Trump,O530CarrisPT,Z,"In my opinion, 's dangerous ideas &; short-sighted ideology are like a virus: horribly fast-spreading.",
933,612,1,Trump,O530CarrisPT,Z,It's a horrifying prospect.,
934,613,0,TheRealTeeMarie,ClintonGJohnson,Z,Fascinating new poll: Women have made 86% of the activists anti-Trump calls... by via @c0nvey,Women|| 
935,614,0,"Florida, StateAttorney, AramisAyala, Murder",FLGOVSCOTTFAILS,Z,"@FlGovScott removes from 21 cases-FIRE HER, &; That will be 2GOOD DEEDS",2GOOD DEEDS|| 
936,615,0,"SusanRice, unmasking",mdmlnd007,Z,ordered the of Trump's Transition Team.,Trump's Transition Team|| 
937,615,1,"SusanRice, unmasking",mdmlnd007,Z,Next we will learn... by via @c0nvey,
938,616,0,nan,knucklepushup,Z,Puke x 1000,
939,617,0,nan,soccorrio,Z,@BinsackSb How do we know when Trump lies?,Trump|| 
940,617,1,nan,soccorrio,Z,When he opens his mouth or goes on a Twitter rampage.,Twitter|| 
941,618,0,nan,trumrealpotus,Z,Trump May be Closing in on a Healthcare Deal with Freedom Caucus,Closing|| Healthcare Deal|| Freedom Caucus|| 
942,619,0,mediafail,turnerlawyer,Z,Why is media giving this falsehood any airtime or play?,
943,619,1,mediafail,turnerlawyer,Z,Media--DO YOUR JOB.,JOB|| 
944,620,0,nan,1finekitty,Z,NBC News: See First Lady Melania Trump's Official Portrait,
945,621,0,nan,RedPills4All171,Z,"@RealKyleMorris I love how Trump &; family have given up their personal careers to help America &; are demonized for it daily, by our corrupt establishment.",Trump|| America|| 
946,622,0,nan,JohnGab69864771,Z,@motmemes @MissLizzyNJ It started with Trump talking to Australian minister...they knew conversation,Trump|| Australian|| 
947,623,0,"Nixon, Trump",DPnonfiction,Z,biographer details parallels with presidency - ABC News - via @ABC,ABC News|| 
948,624,0,nan,TammyMcClurg1,Z,"@MemeHermetic @MJusticeinoc @SenateMajLdr Libs need to get over it...stop crying, because trump will be nominating at least 4 more scotus justices...yep I said 4...just wait and see.",Libs|| 
949,625,0,TODAY,TheTruth24US,Z,"Bit by Bit, Trump Methodically Undoing Obama Policies",
950,626,0,nan,bayourobbie1,Z,Democrats amass support needed to block Trump high court pick's confirmation vote via @Reuters,Trump|| 
951,627,0,nan,buletinmalaysia,Z,"Trump tells al-Sisi U.S., Egypt will fight terrorism together...",U.S.|| Egypt|| 
952,628,0,nan,ebusiness_books,Z,What Does Trump Really Want From Sisi?,Trump Really Want|| Sisi|| 
953,629,0,nan,csuun,Z,@mmmandooo Fuck you dont message me crusty ass bean foh with your donald trump looking ass,
954,630,0,nan,octofuzz,Z,@deejay_dnn Why isn't the flat Earth going away?,Earth|| 
955,630,1,nan,octofuzz,Z,The same reason Trump is POTUS.,Trump|| POTUS|| 
956,630,2,nan,octofuzz,Z,Never underestimate the persistence of stupid people in large numbers.,
957,631,0,nan,tulangers,Z,Finance service authority promotes Fintech,Fintech|| 
958,632,0,nan,hrhpurplehayes,Z,Ah yes........ a tax break,
959,633,0,nan,dairy_bradshaw,Z,@YourGrace76 Just be honest.,
960,633,1,nan,dairy_bradshaw,Z,"Say we won, tough tit, deal w it.",
961,633,2,nan,dairy_bradshaw,Z,Always having to play politics ?,
962,634,0,nan,tonto326,Z,This @POTUS needs restraints!,
963,634,1,nan,tonto326,Z,As in the kind used at inpatient psychiatric facilities.,
964,634,2,nan,tonto326,Z,Social isolation suggested as well!,
965,635,0,"dirtyrice, SusanRice, ObamaGate, benghazi, wiretapgate",mattvol,Z,"Someone should make an ""Internet Video"" about this.","""Internet Video|| "
966,636,0,nan,https://twitter.com/i/web/status/848989164938940416,magsview77,@27anny27 @TrueFactsStated @SenSanders @WhiteHouse If impeaching Trump is your concern then you &,Trump|| 
967,637,0,nan,cyberpunany,Z,@27anny27 @TrueFactsStated @SenSanders @WhiteHouse If impeaching Trump is your concern then you &,
968,638,0,"IMPEACHtrump, IMPEACHTRUMP, IMPEACHtrump, ImpeachTrump, ImpeachPence, ImpeachTrump, IMPEACHtrump",Diamond6771,Z,# IMPEACHtrump,IMPEACHtrump|| 
969,639,0,nan,EconomyWrld,Z,Crunch Time For Trump On China Trade,Crunch Time|| Trump On China Trade|| 
970,640,0,nan,GarbageTime01,Z,"@Cynical_Center Hilarious watching liberals flail in desperation as the Russia story falls apart, and the Trump surveillance story is proven legitimate ?",Hilarious|| Russia|| Trump|| 
971,641,0,nan,NoisyInfamous,Z,"@Mikel_Jollett @p_winters69 @realDonaldTrump @FoxNews @FBI Bcuz no one ever did it to Hillary or Obama, only Trump, and only after he was running for PRESIDENT",Bcuz|| Hillary|| Obama|| Trump|| PRESIDENT|| 
972,642,0,nan,SeanMcElwee,Z,I'd love to read a piece about all the people being hurt by Trump's policies who couldn't vote because of widespread disenfranchisement.,Trump's|| 
973,643,0,"TheResistance, resist",tamarontwitt,Z,Please continue to pressure on congress it's the only way...,
974,644,0,nan,GOLF100,Z,"Once again, President Trump was correct.",President Trump|| 
975,644,1,nan,GOLF100,Z,I hope all those responsible really get prison time.,
976,645,0,nan,patpohler,Z,Oh wow!,
977,645,1,nan,patpohler,Z,I had this feeling something great would happen if I put on my EPM today!,EPM|| 
978,646,0,nan,suzannedk,Z,Donald Trump responds to St. Petersburg terrorist attack,Donald Trump|| St. Petersburg|| 
979,647,0,nan,WorkerFreedom,Z,@sendahms Why did Governor Dayton and the Minnesota legislature support this bill?,Governor Dayton and the Minnesota|| 
980,647,1,nan,WorkerFreedom,Z,The answer is politics.,
981,648,0,nan,RhiannonKWY,Z,Yeah Sure.,Yeah Sure|| 
982,648,1,nan,RhiannonKWY,Z,SMDH.. SHAMEFUL Rand.,SMDH.. SHAMEFUL Rand|| 
983,649,0,nan,KipChumsz,Z,Trump donates first pay slip to parks,
984,650,0,nan,FireWOLF109_,Z,"@suneetmahandru they reenacted one of the debates, but they switched both trump's and hillary's genders.",
985,650,1,nan,FireWOLF109_,Z,And people found that Hillary was despisable /2,Hillary|| 
986,651,0,nan,besttopicin,Z,"Trump will donate his first quarter salary — $78333 — to the National Park Service, White…",National Park Service|| White|| 
987,652,0,nan,DatBoiGotCakes,Z,Yassssssss ?????,
988,652,1,nan,DatBoiGotCakes,Z,“LGBTQ protestors march to Ivanka Trump's house over the weekend”,Ivanka Trump's|| 
989,653,0,nan,TwiTati,Z,@JermaineLogan5 @Evan_McMullin the people who released that intel are:,
990,653,1,nan,TwiTati,Z,"- Trump, through twitter.",Trump|| 
991,653,2,nan,TwiTati,Z,"- Nunes, through press conference.",Nunes|| 
992,653,3,nan,TwiTati,Z,Nobody knew about it before that.,
993,654,3,nan,DELL_KE,Z,Nobody knew about it before that.,
994,655,0,nan,Christo59390079,Z,"@tedlieu @FBI Trump shouldn't be allowed to travel during the Russiagate investigation, and Obama should sue him for libel.",Trump|| Russiagate|| Obama|| 
995,656,0,nan,fp_mora,Z,@p_francis_mac @itsSeanKennedy @peterdaou @jbf1755 I detest lobbyists.,
996,656,1,nan,fp_mora,Z,Democrats would welcome their dissolution if the dissolution was complete and fair.,
997,656,2,nan,fp_mora,Z,Doesn't Trump oppose them?,Doesn't Trump|| 
998,657,0,nan,MzVelmaBeasley,Z,@Daphne_A_Blake Trump is counter-puncher (like me).,Trump|| 
999,657,1,nan,MzVelmaBeasley,Z,We don't hit first (that's a bully) but you hit us and we are going to flatten your ass out!,
1000,657,2,nan,MzVelmaBeasley,Z,DontPokeMe!,
1001,658,0,nan,JoshuaWSharpe,Z,Emory University fighting Trump on immigration order,Emory University|| Trump|| 
1002,659,0,nan,BrandtCowan,Z,Update: I got trolled.,
1003,659,1,nan,BrandtCowan,Z,"Upon closer inspection, it was a Trump fence company sticker lol",Trump|| 
1004,660,0,nan,Jelyons113,Z,Love the zebra!,
1005,661,0,nan,Trumpsucksmore,Z,"@J_Sainturat @erichmcelroy @twfreedom50 @realDonaldTrump LOL, you are sadly uninformed.",
1006,661,1,nan,Trumpsucksmore,Z,"You know a lawsuit is going forward against Trump for inciting violence at his rallies, right?",Trump|| 
1007,662,0,nan,JennyAmani,Z,Melania trump is here to serve looks.. she said fuck what yall are talking about.,
1008,663,0,nan,richard_goris,Z,"@realDonaldTrump MR. TRUMP,PLEASE HELP MY FAMILY AND I. I AM DISABLED AND CAN NOT WORK.",MR. TRUMP|| PLEASE HELP|| FAMILY|| DISABLED|| WORK|| 
1009,663,1,nan,richard_goris,Z,THINGS ARE VERY HARD FOR US.,HARD|| US|| 
1010,663,2,nan,richard_goris,Z,PLEASE HELP ME.,PLEASE HELP|| 
