candidate,freq,length,cap,start_of_sen,abbrv,all_cap,is_csl,title,has_no,date,is_apostrp,has_inter_punct,ends_verb,ends_adverb,change_in_cap,topic_ind,@mention,z_score
considering manafort,1,2,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
go usa,1,2,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
mr. hall,1,2,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,-0.0585446207472
mr. obama,1,2,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,-0.0585446207472
lithium 6,1,2,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,-0.0585446207472
stage 2,1,2,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,-0.0585446207472
20 contacts,1,2,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,-0.0585446207472
reaction 1,1,2,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,-0.0585446207472
hollywood 2017,1,2,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,-0.0585446207472
36 dems,1,2,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,-0.0585446207472
2 numbers,1,2,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,-0.0585446207472
day 74,1,2,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,-0.0585446207472
fox 37,1,2,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,-0.0585446207472
1 okay,1,2,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,-0.0585446207472
google 1967,1,2,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,-0.0585446207472
reaction 2,1,2,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,-0.0585446207472
‘president trump,1,2,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,-0.0585446207472
time 2,1,2,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,-0.0585446207472
part 2,1,2,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,-0.0585446207472
ivanka 2,1,2,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,-0.0585446207472
trump's mar-a-lago,1,2,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,-0.0585446207472
read jenna,1,2,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,-0.0585446207472
netanyahu's likud,1,2,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,-0.0585446207472
mission district,1,2,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,-0.0585446207472
corey lewandowski,1,2,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,-0.0585446207472
watch trump,1,2,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,-0.0585446207472
trump’s precedent,1,2,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,-0.0585446207472
melanoma trump,1,2,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,-0.0585446207472
egypt’s sissi,1,2,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,-0.0585446207472
trump's administration,1,2,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,-0.0585446207472
trump's eo,1,2,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,-0.0585446207472
trump: help,1,2,1,1,0,0,0,0,0,0,0,1,0,0,1,1,0,-0.0585446207472
coachpuerta: woman,1,2,1,1,0,0,0,0,0,0,0,1,0,0,1,1,0,-0.0585446207472
icymi: read,1,2,1,1,0,0,0,0,0,0,0,1,0,0,1,1,0,-0.0585446207472
updated: kushner,1,2,1,1,0,0,0,0,0,0,0,1,0,0,1,1,0,-0.0585446207472
icymi: trump,1,2,1,1,0,0,0,0,0,0,0,1,0,0,1,1,0,-0.0585446207472
breaking: trump,1,2,1,1,0,0,0,0,0,0,0,1,0,0,1,1,0,-0.0585446207472
flashback: said,1,2,1,1,0,0,0,0,0,0,0,1,0,0,1,1,0,-0.0585446207472
exclusive: investors,1,2,1,1,0,0,0,0,0,0,0,1,0,0,1,1,0,-0.0585446207472
opinion] rage,1,2,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,-0.0585446207472
note: doj,1,2,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,-0.0585446207472
6/15 ran,1,2,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,-0.0585446207472
new mcclatchy-marist,1,2,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,-0.0585446207472
trump: brexit,1,2,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,-0.0585446207472
official: trump,1,2,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,-0.0585446207472
spicer: trump,1,2,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,-0.0585446207472
doesn't trump,1,2,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,-0.0585446207472
moral politics,1,2,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,-0.0585446207472
5/24/17 mars,1,2,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,-0.0585446207472
judge: lawsuit,1,2,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,-0.0585446207472
opinion: dwindling,1,2,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,-0.0585446207472
bix weir,1,2,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,-0.0585446207472
trace: trump,1,2,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,-0.0585446207472
wisconsin: urge,1,2,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,-0.0585446207472
remember: trump,1,2,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,-0.0585446207472
exclusive: trump-tied,1,2,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,-0.0585446207472
premarket: stocks,1,2,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,-0.0585446207472
trump: us,1,2,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,-0.0585446207472
fox:trump surveilled,1,2,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,-0.0585446207472
vox: comedians,1,2,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,-0.0585446207472
report: obama,1,2,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,-0.0585446207472
poll: majority,1,2,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,-0.0585446207472
analysis: judge,1,2,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,-0.0585446207472
dems: thomson,1,2,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,-0.0585446207472
scooplet: billionaire,1,2,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,-0.0585446207472
goldman: investors,1,2,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,-0.0585446207472
the 9-11,1,2,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,-0.0585446207472
sen grassley=the,1,2,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,-0.0585446207472
source: ewing,1,2,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,-0.0585446207472
two reagan-era,1,2,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,-0.0585446207472
retro clegg,1,2,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,-0.0585446207472
go trump,1,2,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,-0.0585446207472
illegitimate potus,1,2,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,-0.0585446207472
new breaking,1,2,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,-0.0585446207472
the truth,1,2,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,-0.0585446207472
trump always,1,2,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,-0.0585446207472
mt seattle,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
wynton marsalis,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
national democrats,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
downing street,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
law bulletin,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
the nationals,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
sebastian gorka,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
the lawyer,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
looks far,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
like mcmullin,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
rt mediaite,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
the caudacity,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
hillary twitter,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
gun sales,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
everyday trump,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
tiny fey,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
cabinet secretaries,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
yeah sure,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
divided senate,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
jail time,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
general counsel,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
trump acts,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
future trump,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
cambodia appeals,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
trump points,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
weekly flights,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
coach perry,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
house dems,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
states sue,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
crunch time,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
jon ossoff,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
“filibuster gorsuch,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
“dean phillips,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
the globalists,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
jeff sessions,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,-0.0585446207472
trump fights,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
please rt,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
the gop,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
trump walks,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
‘nuclear’ bid,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
jane goodall,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
great questions,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
bill blair,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
republican painter,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
alec baldwin,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
deutsche bank,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
the environment,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
the good,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
mohamad sultan,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
nsa whistleblower,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
wish repubs,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
dan kruger,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
said gorsuch,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
jeb bush,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
political risk,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
trump attempts,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
ted malloch,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
the grift,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
flailing trump,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
larry tribe,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
since trump,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
tammy pavlic,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
climate progress,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
kris kobach,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
former obama,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
democrats hoped,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
scott walker,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
baroness northover,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
motor vehicle,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
john mccain,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
emory university,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
nick clegg,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
hope trump,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
key senate,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
the atlanic,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
morning joe,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,-0.0585446207472
trump says,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
dean phillips,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
trump meeting,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
rachel maddow,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
house democrats,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
gordon brown,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
the county,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
the doj,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
trump tweets,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
rubbish trump,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
the panorama,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
amber barr,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
neither trump,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
unmasker unmasked,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
the “left,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
trump plans,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
judge says,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
monitoring desk,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
tom perez,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
three precursors,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
trump poised,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
nsa rice,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
lawrence solomon,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
darcus howe,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
among republicans,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
god bless,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
the americans,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
the russkis,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
soviet ballet,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
the guardian,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
karen pence,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
kuldeep kumar,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
fh buckley,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
trump wants,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
the chinese,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
egypt pres,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
prominent kiwis,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
ag ferguson,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
michael jantzi,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
000 pa,1,2,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,-0.0585446207472
4 dt,1,2,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,-0.0585446207472
uk dp,1,2,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
useless info,1,2,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,-0.0585446207472
cleans oceans,1,2,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,-0.0585446207472
uses teaspoon,1,2,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,-0.0585446207472
fl: 3,1,2,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,-0.0585446207472
2good deeds,1,2,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,-0.0585446207472
lying: trump,1,2,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,-0.0585446207472
gov't regulation,1,2,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,-0.0585446207472
scandeless potus,1,2,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,-0.0585446207472
disgusting president,1,2,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,-0.0585446207472
isnt handsome,1,2,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,-0.0585446207472
didnt think,1,2,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,-0.0585446207472
nuclear option,1,2,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,-0.0585446207472
finally unattached,1,2,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,-0.0585446207472
vote trump,1,2,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,-0.0585446207472
real problem,1,2,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,-0.0585446207472
must watch,1,2,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,-0.0585446207472
anyone believe,1,2,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,-0.0585446207472
egypt better,1,2,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,-0.0585446207472
sheer insanity,1,2,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,-0.0585446207472
russia info,1,2,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,-0.0585446207472
like brawling,1,2,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,-0.0585446207472
looks like,1,2,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,-0.0585446207472
soros agenda,1,2,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,-0.0585446207472
critically important,1,2,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,-0.0585446207472
russian pals,1,2,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,-0.0585446207472
corrupt dc,1,2,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,-0.0585446207472
book learning,1,2,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,-0.0585446207472
treated dictator,1,2,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,-0.0585446207472
tax dollars,1,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
fbi suspects,1,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
mr prez,1,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
700 likes,1,2,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,-0.0585446207472
trump 2017,1,2,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,-0.0585446207472
he’s made,1,2,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,-0.0585446207472
dc) confused,1,2,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,-0.0585446207472
unmasked' trump,1,2,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,-0.0585446207472
sisi u.s,1,2,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,-0.0585446207472
resign soon,1,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
scare trump,1,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
bogus lawsuits,1,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
and msnbc,1,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
mideast winner,1,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
french tv,1,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
see tweet,1,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
‘unmasked’ trump,1,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
internet privacy,1,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
jfk made,1,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
spanish mep,1,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
cogent case,1,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
trump showed,1,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
and i’ve,1,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
mike pence,1,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
good news,1,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
guy talese,1,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
free speech,1,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
still obsessed,1,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
mr means,1,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-0.0585446207472
mr genius,1,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-0.0585446207472
jan. 12,1,2,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,-0.0585446207472
jan. 21,1,2,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,-0.0585446207472
april 1st,1,2,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,-0.0585446207472
trump's 78k,1,2,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,-0.0585446207472
trump's 35,1,2,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,-0.0585446207472
orwell's 1984,1,2,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,-0.0585446207472
2 america..libs,1,2,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,-0.0585446207472
97% trump,1,2,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,-0.0585446207472
1st lady,1,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-0.0585446207472
trump 17,1,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-0.0585446207472
trump 2,1,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-0.0585446207472
70 mn,1,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-0.0585446207472
60 minutes,1,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-0.0585446207472
bush 43,1,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-0.0585446207472
1st family,1,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-0.0585446207472
2nd trump,1,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-0.0585446207472
trump 33,1,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-0.0585446207472
trump 28,1,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-0.0585446207472
selma 1965,1,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-0.0585446207472
sh 3billion,1,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-0.0585446207472
obamas 8,1,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-0.0585446207472
trump 101,1,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-0.0585446207472
twitter 101,1,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-0.0585446207472
nbc4 washington,1,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-0.0585446207472
part 1,1,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-0.0585446207472
1st republican,1,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-0.0585446207472
2011 obama,1,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-0.0585446207472
americans 2,1,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-0.0585446207472
4 america,1,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-0.0585446207472
april fool,1,2,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,-0.0585446207472
april 2-8,1,2,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,-0.0585446207472
mar largo,1,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-0.0585446207472
